City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
346,Pafos,34.7667,32.4167,74.98,33,0,5.75,CY,clear sky
347,Ribas Do Rio Pardo,-20.4431,-53.7592,71.47,39,0,3.96,BR,clear sky
348,Santa Rosa,14.3122,121.1114,87.03,71,100,3.11,PH,overcast clouds
349,Longyearbyen,78.2186,15.6401,44.56,96,100,1.52,SJ,light rain
350,Tamworth,52.634,-1.6959,58.93,90,100,1.01,GB,overcast clouds
351,Haputale,6.7681,80.9595,63.63,83,100,2.19,LK,overcast clouds
352,Agnibilekrou,7.1344,-3.2047,69.08,94,89,2.26,CI,overcast clouds
353,Bridlington,54.0831,-0.1919,55.89,74,100,15.68,GB,overcast clouds
354,Yuanping,38.7153,112.7575,72.72,75,12,1.52,CN,few clouds
355,Westport,41.1415,-73.3579,81.07,93,4,4.0,US,clear sky
356,Poum,-20.2333,164.0167,73.85,68,0,10.07,NC,clear sky
357,Tromso,69.6496,18.957,55.42,82,100,2.3,NO,overcast clouds
358,Bunbury,-33.3333,115.6333,62.02,78,100,19.64,AU,overcast clouds
359,Sinnamary,5.3833,-52.95,78.75,86,96,7.7,GF,overcast clouds
360,Koutiala,12.3917,-5.4642,77.38,77,73,4.74,ML,broken clouds
361,Mata,40.683,-7.4592,62.76,82,0,2.42,PT,clear sky
362,Yulara,-25.2406,130.9889,55.38,44,0,17.96,AU,clear sky
363,Vammala,61.3333,22.9,65.1,86,100,11.07,FI,light rain
364,Siloam Springs,36.1881,-94.5405,100.85,34,0,8.05,US,clear sky
365,Makakilo City,21.3469,-158.0858,86.32,49,75,18.41,US,broken clouds
366,General Roca,-39.0333,-67.5833,44.64,94,100,9.4,AR,overcast clouds
367,Roma,43.2128,-75.4557,69.94,64,0,8.05,US,clear sky
368,Artur Nogueira,-22.5731,-47.1725,69.91,45,5,3.98,BR,clear sky
369,Dunedin,-45.8742,170.5036,45.5,93,100,20.31,NZ,overcast clouds
370,Casa Nova,-9.4167,-41.1333,73.72,69,100,21.5,BR,overcast clouds
371,Srednekolymsk,67.45,153.6833,62.67,34,68,12.26,RU,broken clouds
372,San Antonio,29.4241,-98.4936,99.48,37,40,16.11,US,scattered clouds
373,Shahrud,36.4182,54.9763,68.76,70,92,12.39,IR,overcast clouds
374,Opuwo,-18.0607,13.84,60.89,34,45,5.66,NA,scattered clouds
375,San Jose,37.3394,-121.895,85.59,51,20,13.8,US,few clouds
376,Shubarkuduk,49.1447,56.4872,72.64,54,100,4.12,KZ,overcast clouds
377,Verkhnevilyuysk,63.4453,120.3167,79.32,54,6,8.1,RU,clear sky
378,Khandbari,27.3747,87.2039,72.84,90,100,0.87,NP,overcast clouds
379,Naze,28.3667,129.4833,83.32,73,19,4.88,JP,few clouds
380,Usinsk,65.9939,57.5281,48.52,80,100,20.24,RU,light rain
381,Ardon,43.17,44.29,61.79,66,0,3.91,RU,clear sky
382,Udachnyy,66.4167,112.4,73.45,78,100,8.19,RU,overcast clouds
383,Sorokino,53.75,84.9167,60.71,68,24,3.78,RU,few clouds
384,Tigre,-34.426,-58.5796,62.22,99,20,8.05,AR,few clouds
385,Berbera,10.4396,45.0143,88.97,37,38,26.51,SO,scattered clouds
386,Veraval,20.9,70.3667,81.55,80,100,15.84,IN,overcast clouds
387,Bogo,11.0517,124.0055,84.81,73,41,5.7,PH,scattered clouds
388,Hamilton,39.1834,-84.5333,78.1,77,100,4.41,US,light rain
389,Luleburgaz,41.4039,27.3592,68.45,79,0,4.5,TR,clear sky
390,Qui Nhon,13.7667,109.2333,82.63,73,100,3.51,VN,overcast clouds
391,Samarai,-10.6167,150.6667,80.2,73,92,16.89,PG,overcast clouds
392,Kuusamo,65.9667,29.1833,60.84,72,0,9.22,FI,clear sky
393,San Carlos De Bariloche,-41.1456,-71.3082,38.95,87,75,9.22,AR,broken clouds
394,San Fernando,15.0286,120.6898,83.93,70,54,1.86,PH,light rain
395,Butterworth,5.3991,100.3638,81.0,91,20,2.3,MY,few clouds
396,Houma,29.5958,-90.7195,84.2,79,0,4.61,US,clear sky
397,Utiel,39.5667,-1.2,70.59,61,4,4.05,ES,clear sky
398,Twistringen,52.8,8.65,65.79,72,92,11.99,DE,overcast clouds
399,Brawley,32.9787,-115.5303,105.49,27,0,6.91,US,clear sky
400,Vestmanna,62.1564,-7.1664,45.52,87,100,8.05,FO,overcast clouds
401,Port Lincoln,-34.7333,135.8667,57.2,61,47,13.87,AU,scattered clouds
402,Rabo De Peixe,37.8,-25.5833,71.11,88,40,1.14,PT,scattered clouds
403,Nemuro,43.3236,145.575,65.68,84,6,6.42,JP,clear sky
404,Traiguen,-38.25,-72.6833,50.16,94,100,13.67,CL,overcast clouds
405,Broken Hill,-31.95,141.4333,52.18,46,0,19.26,AU,clear sky
406,Tazovskiy,67.4667,78.7,50.77,78,100,11.56,RU,overcast clouds
407,Teknaf,20.8624,92.3058,80.19,84,73,3.38,BD,broken clouds
408,Surt,31.2089,16.5887,79.21,74,0,5.68,LY,clear sky
409,Surazh,53.0175,32.3918,55.6,96,0,5.84,RU,clear sky
410,Port Hedland,-20.3167,118.5667,69.85,32,6,13.8,AU,clear sky
411,Soroti,1.7146,33.6111,66.22,86,100,3.94,UG,overcast clouds
412,Rumford,44.5537,-70.5509,72.09,92,1,5.46,US,clear sky
413,Tombouctou,20.0,-3.0,97.25,10,6,9.75,ML,clear sky
414,Sola,-13.8833,167.55,84.87,79,100,2.3,VU,overcast clouds
415,Santa Cruz,-17.8,-63.1667,78.26,73,75,5.75,BO,broken clouds
416,Kruisfontein,-34.0033,24.7314,44.89,72,0,6.67,ZA,clear sky
417,Darovskoy,58.77,47.9564,59.5,99,38,5.48,RU,scattered clouds
418,Rognac,43.4876,5.2339,82.72,46,0,18.41,FR,clear sky
419,Upernavik,72.7868,-56.1549,39.16,89,73,9.86,GL,broken clouds
420,Pringsewu,-5.3582,104.9744,75.9,92,100,2.59,ID,overcast clouds
421,Kyrylivka,46.3759,35.3675,67.8,85,0,11.56,UA,clear sky
422,Severo-Kurilsk,50.6789,156.125,54.46,80,39,10.63,RU,scattered clouds
423,Amanpur,27.7167,78.75,83.66,69,7,8.5,IN,clear sky
424,Male,4.1748,73.5089,80.55,83,75,12.66,MV,light rain
425,Havoysund,70.9963,24.6622,53.83,89,100,10.67,NO,overcast clouds
426,Kondinskoye,59.6481,67.41,63.18,92,17,5.08,RU,light rain
427,Celestun,20.8667,-90.4,82.69,75,59,15.93,MX,broken clouds
428,Kilindoni,-7.9139,39.6668,75.81,75,21,16.96,TZ,few clouds
429,Kinablangan,7.6947,126.5503,83.39,73,100,0.87,PH,overcast clouds
430,Netivot,31.4222,34.5886,74.46,69,0,1.32,IL,clear sky
431,Rosetta,31.4044,30.4164,77.63,67,0,5.57,EG,clear sky
432,Bastia,42.6667,9.3333,80.4,84,20,4.61,FR,few clouds
433,Warrnambool,-38.3833,142.4833,52.34,61,100,23.62,AU,overcast clouds
434,Salinas,36.6777,-121.6555,77.81,65,0,14.97,US,clear sky
435,Yining,29.0361,114.5636,92.12,58,7,2.71,CN,clear sky
436,Haines Junction,60.7522,-137.5108,69.75,49,92,12.66,CA,overcast clouds
437,Kutum,14.2,24.6667,79.72,47,56,4.45,SD,broken clouds
438,Ahipara,-35.1667,173.1667,56.35,87,100,23.42,NZ,light rain
439,Tuatapere,-46.1333,167.6833,45.0,94,100,13.42,NZ,light rain
440,Ponta Delgada,37.7333,-25.6667,72.32,88,40,1.14,PT,scattered clouds
441,Karratha,-20.7377,116.8463,68.7,33,0,17.6,AU,clear sky
442,San Policarpo,12.1791,125.5072,84.22,69,100,5.5,PH,overcast clouds
443,Ippy,6.2679,21.2247,69.12,98,81,3.47,CF,broken clouds
444,Bukachacha,52.9833,116.9167,72.84,63,99,8.34,RU,overcast clouds
445,Pangkalanbuun,-2.6833,111.6167,81.19,70,97,4.72,ID,overcast clouds
446,Paka,4.6374,103.4368,75.13,100,20,0.0,MY,few clouds
447,Amarante Do Maranhao,-5.5667,-46.7422,77.97,49,100,3.0,BR,overcast clouds
448,Zabaykalsk,49.6333,117.3167,69.6,79,92,9.19,RU,overcast clouds
449,Port Macquarie,-31.4333,152.9167,66.65,58,29,3.91,AU,scattered clouds
450,Sugal,5.6622,125.4617,83.7,72,100,4.72,PH,overcast clouds
451,Sangar,63.9242,127.4739,72.99,63,13,11.95,RU,few clouds
452,Faro,37.0194,-7.9322,83.98,32,0,14.97,PT,clear sky
453,Ossora,59.2353,163.0719,62.67,65,96,7.83,RU,overcast clouds
454,Subate,56.0062,25.9076,56.17,91,77,4.21,LV,broken clouds
455,Nova Olinda Do Norte,-3.8881,-59.0942,76.48,68,1,2.42,BR,clear sky
456,Ganzhou,28.8184,115.4327,91.45,58,60,4.65,CN,broken clouds
457,Ghanzi,-21.5667,21.7833,58.44,36,65,10.87,BW,broken clouds
458,Constitucion,-35.3333,-72.4167,53.13,92,100,20.74,CL,heavy intensity rain
459,Labuan,5.2767,115.2417,80.96,88,20,3.44,MY,few clouds
460,Atherton,53.5237,-2.4935,57.42,94,100,1.21,GB,overcast clouds
461,Neuquen,-38.9516,-68.0591,44.49,93,75,3.44,AR,light intensity drizzle
462,Coquimbo,-29.9533,-71.3436,53.33,82,20,3.44,CL,few clouds
463,Payo,-3.7508,103.6372,75.38,87,83,0.65,ID,broken clouds
464,Port Hawkesbury,45.6169,-61.3485,76.8,91,0,14.0,CA,clear sky
465,Sao Filipe,14.8961,-24.4956,78.17,88,94,6.51,CV,overcast clouds
466,Naziya,59.8,31.3833,60.55,4,59,3.24,RU,broken clouds
467,Lata,40.1629,-8.3327,58.87,97,6,1.95,PT,clear sky
468,Khor,47.8861,134.9464,75.38,73,56,4.65,RU,broken clouds
469,Isaccea,45.2667,28.4667,70.43,48,0,0.45,RO,clear sky
470,Namibe,-15.1961,12.1522,60.96,86,4,7.67,AO,clear sky
471,Ongandjera,-17.8833,15.0667,61.0,35,51,9.42,NA,broken clouds
472,Kurilsk,45.2333,147.8833,61.18,85,100,3.02,RU,light rain
473,Barao De Melgaco,-16.1944,-55.9675,75.42,36,0,2.71,BR,clear sky
474,Naantali,60.4674,22.0243,66.61,82,0,6.91,FI,clear sky
475,Chukhloma,58.7525,42.6825,58.91,99,52,4.65,RU,broken clouds
476,San Isidro,-12.1167,-77.05,63.01,81,100,12.66,PE,overcast clouds
477,Marienburg,54.0359,19.0266,70.88,56,100,11.41,PL,overcast clouds
478,Cervo,43.6702,-7.4101,65.97,85,100,7.07,ES,overcast clouds
479,Ilhabela,-23.7781,-45.3581,66.2,87,49,3.15,BR,scattered clouds
480,Pokrovskoye,47.4157,38.8971,66.02,77,6,1.99,RU,clear sky
481,Belmonte,-15.8631,-38.8828,71.22,80,100,7.38,BR,overcast clouds
482,Vuktyl,63.8567,57.3094,47.91,77,7,5.3,RU,clear sky
483,Codrington,-38.2667,141.9667,53.11,61,80,22.97,AU,broken clouds
484,Necochea,-38.5473,-58.7368,52.61,93,100,13.69,AR,moderate rain
485,Zhigansk,66.7697,123.3711,70.79,51,23,0.94,RU,few clouds
486,Nyrob,60.733,56.7202,52.5,80,100,4.43,RU,overcast clouds
487,Omaha,41.2586,-95.9378,72.45,87,75,4.61,US,broken clouds
488,Hastings,50.8552,0.5729,63.91,78,11,10.38,GB,few clouds
489,Port Augusta,-32.5,137.7667,57.29,52,0,10.18,AU,clear sky
490,Ayagoz,47.9714,80.4392,65.93,33,0,12.41,KZ,clear sky
491,Moundou,8.5667,16.0833,71.96,98,100,5.03,TD,moderate rain
492,Tura,25.5198,90.2201,73.87,97,100,3.69,IN,overcast clouds
493,Victoria,22.2855,114.1577,88.25,77,22,8.01,HK,few clouds
494,Pyaozerskiy,65.8333,31.1667,55.6,83,90,6.96,RU,overcast clouds
495,Dingle,10.9995,122.6711,83.14,80,61,4.99,PH,broken clouds
496,Tacuati,-23.45,-56.5833,73.87,40,0,4.07,PY,clear sky
497,Tahlequah,35.9154,-94.97,98.82,22,0,9.22,US,clear sky
498,Merrill,45.1805,-89.6835,70.57,63,0,5.75,US,clear sky
499,Tshikapa,-6.4167,20.8,75.43,31,71,2.84,CD,broken clouds
500,Fare,-16.7,-151.0167,78.26,73,77,11.03,PF,light rain
501,Baruun-Urt,46.6806,113.2792,63.81,79,100,3.87,MN,moderate rain
502,Knysna,-34.0363,23.0471,53.58,62,0,6.85,ZA,clear sky
503,Pangai,-19.8,-174.35,80.71,65,20,13.8,TO,few clouds
504,Shonguy,68.7526,33.146,57.27,88,0,2.24,RU,clear sky
505,Lethem,3.3803,-59.7968,74.59,93,95,5.46,GY,overcast clouds
506,Andenes,69.3143,16.1194,55.38,94,100,1.14,NO,overcast clouds
507,Dobson,36.3957,-80.7226,75.54,98,40,0.0,US,scattered clouds
508,Hue,16.4667,107.6,84.31,74,20,3.44,VN,few clouds
509,Nadym,65.5333,72.5167,54.41,63,11,13.27,RU,few clouds
510,Goya,-29.14,-59.2626,69.19,76,5,7.38,AR,clear sky
511,Buala,-8.145,159.5921,84.45,71,18,8.57,SB,light rain
512,Bereda,43.2686,-7.5406,57.15,100,70,3.69,ES,broken clouds
513,Asau,46.4333,26.4,63.95,92,0,3.44,RO,clear sky
514,Kupang,-10.1667,123.5833,80.76,55,60,7.74,ID,broken clouds
515,Saint Pete Beach,27.7253,-82.7412,85.19,68,100,12.33,US,overcast clouds
516,Dubbo,-32.25,148.6167,51.93,76,100,16.11,AU,overcast clouds
517,Vallenar,-28.5708,-70.7581,59.27,63,36,2.08,CL,scattered clouds
518,Miri,4.4148,114.0089,77.14,94,20,2.3,MY,few clouds
519,Mbekenyera,-10.0,38.9833,62.38,95,6,3.29,TZ,clear sky
520,Vysokogornyy,50.1167,139.15,66.83,89,82,4.03,RU,broken clouds
521,San Rafael,-34.6177,-68.3301,48.54,93,64,2.62,AR,broken clouds
522,Hovd,48.0056,91.6419,59.4,38,0,4.36,MN,clear sky
523,Bonavista,48.6499,-53.1147,64.54,94,95,16.8,CA,overcast clouds
524,Carire,-3.9506,-40.4733,74.7,47,53,1.32,BR,broken clouds
525,Winnemucca,40.973,-117.7357,98.65,7,0,13.8,US,clear sky
526,Oslo,59.9127,10.7461,61.25,1,68,5.14,NO,broken clouds
527,Lusambo,-4.9667,23.45,77.34,37,97,1.74,CD,overcast clouds
528,Belyy Yar,53.6039,91.3903,58.86,88,75,0.0,RU,light intensity shower rain
529,Kattivakkam,13.2167,80.3167,80.69,87,100,7.65,IN,overcast clouds
530,Boone,39.0334,-92.3335,74.25,92,100,10.45,US,overcast clouds
531,Barinas,8.6226,-70.2075,86.04,66,18,2.3,VE,few clouds
532,Peace River,56.2501,-117.286,73.71,46,75,3.44,CA,broken clouds
533,Pombas,17.1503,-25.0201,76.78,88,98,7.94,CV,overcast clouds
534,Kiama,-34.6833,150.8667,64.38,68,52,15.99,AU,broken clouds
535,Chilakalurupet,16.0833,80.1667,81.34,77,98,3.15,IN,overcast clouds
536,Korla,41.7597,86.1469,83.26,25,0,4.21,CN,clear sky
537,Port Blair,11.6667,92.75,82.44,83,40,2.3,IN,scattered clouds
538,Mantsala,60.6609,25.2838,65.88,86,100,6.33,FI,overcast clouds
539,Paris,48.8534,2.3488,66.11,74,0,9.22,FR,clear sky
540,Plattsburgh,44.6995,-73.4529,72.21,53,1,5.59,US,clear sky
541,Yellandu,17.6,80.3333,76.06,91,100,1.61,IN,overcast clouds
542,Karatau,43.1667,70.4667,74.88,31,2,2.51,KZ,clear sky
543,Batagay,67.6333,134.6333,77.74,44,49,2.15,RU,scattered clouds
544,Loa Janan,-0.583,117.095,78.87,89,81,3.56,ID,broken clouds
545,Suzun,53.7841,82.3116,62.38,57,66,3.83,RU,broken clouds
546,Penzance,50.1186,-5.5371,61.48,72,100,11.12,GB,overcast clouds
547,Marawi,7.9986,124.2928,79.56,68,95,1.45,PH,overcast clouds
548,Zyryanka,65.75,150.85,67.71,30,93,12.44,RU,overcast clouds
549,Porto Novo,6.4965,2.6036,76.82,89,97,6.15,BJ,overcast clouds
550,San Andres,12.5847,-81.7006,80.62,83,75,6.91,CO,broken clouds
551,Olean,42.0776,-78.4297,72.28,67,40,5.75,US,scattered clouds
552,Awbari,26.5921,12.7805,78.96,25,0,7.52,LY,clear sky
553,Shelburne,44.0787,-80.2041,64.85,77,0,7.4,CA,clear sky
554,Pyapon,16.2833,95.6833,81.86,79,55,2.33,MM,broken clouds
555,Puerto Madero,14.7208,-92.4215,82.18,73,99,5.46,MX,overcast clouds
556,Vardo,70.3705,31.1107,53.58,94,100,8.05,NO,overcast clouds
557,Paita,-5.0892,-81.1144,64.31,89,54,14.83,PE,broken clouds
558,Matai,-8.3,31.5167,56.77,72,71,8.01,TZ,broken clouds
559,Blairmore,49.6,-114.4353,71.78,63,100,6.29,CA,overcast clouds
560,Gorele,41.0308,39.0031,66.42,75,0,5.1,TR,clear sky
561,Yerbogachen,61.2767,108.0108,73.98,74,53,11.52,RU,broken clouds
562,Kindu,-2.95,25.95,73.4,78,100,1.66,CD,overcast clouds
563,Inirida,3.8653,-67.9239,73.36,95,100,1.77,CO,overcast clouds
564,Bitkine,11.9801,18.2138,77.18,73,100,6.8,TD,overcast clouds
565,Tabuk,17.4189,121.4443,82.99,76,99,3.62,PH,overcast clouds
566,Mbanza-Ngungu,-5.25,14.8667,66.83,84,91,7.85,CD,overcast clouds
567,Mlimba,-8.8,35.8167,67.19,70,32,1.88,TZ,scattered clouds
568,Oyama,36.3,139.8,78.62,68,98,6.24,JP,overcast clouds
569,Alexandria,31.2156,29.9553,73.36,78,0,3.44,EG,clear sky
570,Sorland,67.667,12.6934,53.46,89,100,16.98,NO,overcast clouds
571,Coihaique,-45.5752,-72.0662,26.55,93,20,2.3,CL,few clouds
572,Barra Do Garcas,-15.89,-52.2567,75.78,53,0,0.0,BR,clear sky
573,Upington,-28.4478,21.2561,52.18,43,0,3.44,ZA,clear sky
574,Peniche,39.3558,-9.3811,66.29,93,0,14.47,PT,clear sky
575,Da Nang,16.0678,108.2208,87.78,62,0,4.61,VN,clear sky
576,Yarada,17.65,83.2667,79.12,94,40,2.3,IN,mist
577,Almaznyy,48.0448,40.045,63.37,79,100,4.56,RU,light rain
578,Ughelli,5.4899,6.0074,73.36,96,100,1.63,NG,overcast clouds
579,Brae,60.3964,-1.353,50.13,77,100,22.73,GB,overcast clouds
580,Beian,63.6559,9.5683,58.01,100,75,10.36,NO,broken clouds
581,Vestmannaeyjar,63.4427,-20.2734,52.57,78,100,10.54,IS,overcast clouds
582,Balaipungut,1.05,101.2833,76.19,91,100,3.74,ID,overcast clouds
583,Vanavara,60.34,102.2797,60.84,95,100,8.61,RU,light rain
584,Maputo,-25.9653,32.5892,56.88,77,20,7.0,MZ,few clouds
585,Kapit,2.0167,112.9333,74.28,99,100,1.34,MY,overcast clouds
586,Chone,-0.6833,-80.1,70.99,85,99,6.04,EC,overcast clouds
587,Mombetsu,44.3525,143.3525,64.42,100,75,2.3,JP,fog
588,Geraldton,-28.7667,114.6,46.81,81,10,12.66,AU,clear sky
589,Bend,44.0582,-121.3153,97.48,17,0,3.0,US,clear sky
590,Aviles,43.5547,-5.9248,67.37,78,100,1.14,ES,overcast clouds
591,Egvekinot,66.3167,-179.1667,43.54,57,71,11.92,RU,broken clouds
592,Cravo Norte,6.3017,-70.2041,73.94,91,99,2.46,CO,overcast clouds
593,Tual,-5.6667,132.75,79.54,83,8,21.61,ID,clear sky
594,Abnub,27.2696,31.1511,84.42,21,0,4.25,EG,clear sky
595,Barcelos,41.5388,-8.6151,69.85,87,0,3.51,PT,clear sky
596,Takhatpur,22.15,81.8667,77.9,87,100,1.01,IN,moderate rain
597,Pochutla,15.7432,-96.4661,77.13,83,48,2.21,MX,scattered clouds
598,Noumea,-22.2763,166.4572,73.38,71,96,8.3,NC,overcast clouds
599,Tocopilla,-22.092,-70.1979,61.38,73,39,5.12,CL,scattered clouds
600,San Francisco,37.7749,-122.4194,80.4,79,20,19.57,US,few clouds
601,Pangnirtung,66.1451,-65.7125,49.06,72,31,4.25,CA,scattered clouds
602,Kalmunai,7.4167,81.8167,79.84,79,100,3.83,LK,overcast clouds
603,Ternate,0.8,127.4,82.24,75,63,5.5,ID,broken clouds
604,Lashma,54.9321,41.1438,61.27,96,24,4.18,RU,few clouds
605,Komsomolskiy,40.4272,71.7189,79.52,31,0,9.22,UZ,clear sky
606,Poronaysk,49.2167,143.1167,63.14,91,67,3.85,RU,light rain
607,Nurota,40.5614,65.6886,86.83,19,0,8.57,UZ,clear sky
608,Taltal,-25.4,-70.4833,58.73,79,0,4.97,CL,clear sky
609,Salinopolis,-0.6136,-47.3561,79.41,83,100,9.69,BR,overcast clouds
610,Maceio,-9.6658,-35.7353,72.84,88,20,5.75,BR,few clouds
611,Tsumeb,-19.2333,17.7167,63.75,31,29,6.67,NA,scattered clouds
612,Matara,5.9485,80.5353,77.59,86,72,9.78,LK,broken clouds
613,Ballina,-28.8667,153.5667,71.78,76,0,8.03,AU,clear sky
614,Sao Miguel Do Araguaia,-13.275,-50.1628,76.21,38,15,3.11,BR,few clouds
615,Kloulklubed,7.0419,134.2556,79.3,75,99,7.78,PW,overcast clouds
616,Whitehorse,60.7161,-135.0538,74.17,49,75,12.66,CA,broken clouds
617,Accra,5.556,-0.1969,77.41,83,20,9.22,GH,few clouds
618,Bonito,-21.1211,-56.4819,72.97,39,4,2.26,BR,clear sky
619,Kushuhum,47.7144,35.2092,63.45,88,2,8.12,UA,clear sky
620,Evensk,61.95,159.2333,58.71,63,48,8.63,RU,scattered clouds
621,Honningsvag,70.9821,25.9704,53.35,94,100,2.3,NO,overcast clouds
622,Umm Lajj,25.0213,37.2685,83.61,66,100,6.44,SA,overcast clouds
623,Hongjiang,27.11,109.9956,87.67,64,31,7.11,CN,scattered clouds
624,Bafoulabe,13.8065,-10.8321,75.92,93,100,3.47,ML,overcast clouds
625,Maldonado,-34.6667,-54.9167,57.22,96,100,13.51,UY,overcast clouds
626,Nara,34.6851,135.8049,90.91,45,85,3.87,JP,overcast clouds
627,Inta,66.0317,60.1659,46.65,88,100,19.75,RU,light rain
628,Marsa Matruh,31.3525,27.2453,77.2,78,0,11.5,EG,clear sky
629,Sheridan,44.8333,-106.9173,86.02,37,0,3.44,US,clear sky
630,Mwinilunga,-11.7358,24.4293,57.52,47,0,9.08,ZM,clear sky
631,San Quintin,30.4833,-115.95,70.52,74,0,11.88,MX,clear sky
632,Dali,25.7,100.1833,65.32,87,62,4.32,CN,broken clouds
633,Harlingen,26.1906,-97.6961,91.49,41,100,16.69,US,overcast clouds
634,Sao Jose Da Coroa Grande,-8.8978,-35.1478,73.78,79,56,10.45,BR,broken clouds
635,Margate,51.3813,1.3862,63.9,71,42,8.01,GB,scattered clouds
636,Omboue,-1.5746,9.2618,71.83,85,70,6.22,GA,broken clouds
637,Pingliang,35.5392,106.6861,77.38,67,7,3.44,CN,clear sky
638,Pretoria,-25.7449,28.1878,50.2,69,0,1.14,ZA,clear sky
639,Eyl,7.9803,49.8164,75.96,72,89,24.67,SO,overcast clouds
640,Channel-Port Aux Basques,47.5702,-59.1367,64.26,98,100,8.7,CA,overcast clouds
641,Praia Da Vitoria,38.7333,-27.0667,75.76,88,75,2.35,PT,broken clouds
642,Puerto Leguizamo,-0.1934,-74.7819,71.6,98,90,2.24,CO,overcast clouds
643,Zwedru,6.0667,-8.1281,68.41,94,5,3.11,LR,clear sky
644,Hohhot,40.8106,111.6522,66.49,88,75,4.47,CN,light rain
645,Wattegama,6.7989,81.4808,77.22,82,100,1.54,LK,overcast clouds
646,Saint-Pierre,-21.3393,55.4781,67.91,66,0,4.61,RE,clear sky
647,Okhotsk,59.3833,143.3,63.48,68,41,5.53,RU,scattered clouds
648,Miandrivazo,-19.5167,45.4667,65.71,85,0,2.8,MG,clear sky
649,Tshane,-24.0196,21.8684,61.77,34,100,12.24,BW,overcast clouds
650,Dobreni,46.9833,26.4167,61.48,17,0,3.47,RO,clear sky
651,Doha,25.2867,51.5333,93.09,59,0,5.75,QA,clear sky
652,Laguna,38.421,-121.4238,100.31,34,0,10.36,US,clear sky
653,Walvis Bay,-22.9575,14.5053,54.09,93,74,4.61,NA,broken clouds
654,Tambopata,-12.7333,-69.1833,72.28,95,95,1.16,PE,overcast clouds
655,Ixtapa,20.7,-105.2,85.23,74,100,1.01,MX,overcast clouds
656,Chapais,49.7834,-74.8492,56.98,95,100,9.82,CA,overcast clouds
657,Slave Lake,55.2834,-114.769,67.98,68,75,8.05,CA,broken clouds
658,Tam Ky,15.5667,108.4833,84.18,63,31,2.15,VN,scattered clouds
659,Outjo,-20.1167,16.15,58.95,37,34,8.3,NA,scattered clouds
660,Hervey Bay,-25.2986,152.8535,64.2,77,0,7.94,AU,clear sky
661,Vagay,57.9375,69.0217,64.99,95,44,2.71,RU,light rain
662,Patulul,14.4167,-91.1667,73.94,96,96,1.39,GT,overcast clouds
663,Alegrete,-29.7831,-55.7919,66.65,93,0,8.34,BR,clear sky
664,Dubrovnik,42.6481,18.0922,73.04,73,0,5.75,HR,clear sky
665,Am Timan,11.0297,20.2827,75.13,92,100,4.9,TD,light rain
666,Mariel,22.9875,-82.7536,82.26,81,66,12.46,CU,light rain
667,Mae Sai,20.4335,99.8762,78.64,80,3,0.51,TH,clear sky
668,Parana,-31.732,-60.5238,72.55,83,100,8.19,AR,light rain
669,Bonthe,7.5264,-12.505,74.77,78,93,5.14,SL,overcast clouds
670,Paamiut,61.994,-49.6678,43.88,92,100,4.12,GL,overcast clouds
671,Cockburn Town,21.4612,-71.1419,84.16,74,40,20.71,TC,scattered clouds
672,Pravia,43.4906,-6.1508,64.67,82,100,1.14,ES,overcast clouds
673,Gari,59.4307,62.3497,59.31,95,28,5.23,RU,scattered clouds
674,Rio Grande,-32.035,-52.0986,62.71,97,100,7.02,BR,overcast clouds
675,Manjacaze,-24.7117,33.8828,57.34,80,0,4.12,MZ,clear sky
676,Tyret Pervaya,53.6703,102.3106,55.22,89,100,13.24,RU,overcast clouds
677,Ugep,5.8086,8.0812,72.27,97,100,3.0,NG,overcast clouds
678,Worland,44.0169,-107.9554,87.89,47,1,1.99,US,clear sky
679,Mutoko,-17.397,32.2268,48.81,85,4,4.27,ZW,clear sky
680,Acapulco,16.8634,-99.8901,81.57,67,95,0.83,MX,overcast clouds
681,Omsukchan,62.5333,155.8,69.6,33,91,9.08,RU,overcast clouds
682,Vao,-22.6667,167.4833,69.22,67,1,13.2,NC,clear sky
683,Novobirilyussy,56.9514,90.6661,55.15,92,67,4.59,RU,broken clouds
684,Pasni,25.2631,63.471,81.95,88,100,13.89,PK,light rain
685,Kautokeino,69.0125,23.0412,51.89,96,100,4.12,NO,overcast clouds
686,Tongchuan,35.0806,109.0897,77.5,77,5,4.38,CN,clear sky
687,Benemerito De Las Americas,16.5167,-90.6439,75.96,91,91,1.74,MX,overcast clouds
688,Lebedinyy,58.5167,125.5167,78.51,51,69,2.06,RU,broken clouds
689,Saint-Ambroise,48.5501,-71.3324,66.52,59,100,16.11,CA,overcast clouds
690,Boissevain,49.2306,-100.0559,73.9,93,100,11.41,CA,overcast clouds
691,Les Cayes,18.2,-73.75,79.23,74,0,3.62,HT,clear sky
692,Daru,-9.0763,143.2092,78.08,83,92,15.43,PG,overcast clouds
693,Morro Bay,35.3658,-120.8499,86.18,65,13,3.0,US,few clouds
694,Matamoros,25.5333,-103.25,95.11,20,75,13.8,MX,dust
695,Talaya,61.3833,152.75,71.65,33,16,7.05,RU,few clouds
696,Gizo,-8.103,156.8419,83.86,71,52,5.84,SB,broken clouds
697,Richards Bay,-28.783,32.0377,55.17,78,3,5.28,ZA,clear sky
